line_number,timestamp,ip,method,endpoint,status,latency_ms,score,reasons
196765,2024-06-16 11:04:14,199.242.130.73,GET,/indexN.html,504,9824,4,server_error
196766,2024-06-16 11:04:17,12.104.185.44,GET,/cartN,504,11787,4,server_error
196767,2024-06-16 11:04:18,215.143.100.205,GET,/searchN,500,7215,4,server_error
196768,2024-06-16 11:04:23,139.94.203.41,GET,/productsN,504,9578,4,server_error
196769,2024-06-16 11:04:26,199.242.130.73,GET,/searchN,500,9634,4,server_error
196770,2024-06-16 11:04:29,162.240.218.117,GET,/indexN.html,504,10498,4,server_error
196771,2024-06-16 11:04:32,131.33.12.73,GET,/api/v1/userN,504,11687,4,server_error
196772,2024-06-16 11:04:36,95.125.101.128,GET,/api/v1/userN,500,8759,4,server_error
196773,2024-06-16 11:04:37,162.240.218.117,GET,/indexN.html,504,11691,4,server_error
196774,2024-06-16 11:04:41,148.9.19.27,POST,/checkoutN,500,11549,4,server_error
196775,2024-06-16 11:04:49,187.91.79.110,GET,/api/v1/userN,500,7539,4,server_error
196776,2024-06-16 11:04:51,119.123.55.141,GET,/api/v1/userN,504,10264,4,server_error
196777,2024-06-16 11:04:52,197.82.237.190,GET,/productsN,504,11614,4,server_error
196778,2024-06-16 11:04:57,12.104.185.44,GET,/productsN,500,6243,4,server_error
196779,2024-06-16 11:05:01,14.121.165.122,GET,/api/v1/userN,500,9757,4,server_error
196780,2024-06-16 11:05:04,209.103.8.44,GET,/searchN,504,11677,4,server_error
196781,2024-06-16 11:05:06,215.143.100.205,GET,/indexN.html,500,11748,4,server_error
196782,2024-06-16 11:05:07,162.240.218.117,GET,/productsN,504,9046,4,server_error
196783,2024-06-16 11:05:11,148.9.19.27,GET,/cartN,504,10176,4,server_error
196784,2024-06-16 11:05:12,196.45.2.86,GET,/productsN,500,9143,4,server_error
196785,2024-06-16 11:05:12,148.9.19.27,GET,/productsN,504,7623,4,server_error
196786,2024-06-16 11:05:15,80.130.43.26,GET,/api/v1/userN,504,8284,4,server_error
196787,2024-06-16 11:05:19,209.103.8.44,GET,/api/v1/userN,504,10618,4,server_error
196788,2024-06-16 11:05:23,14.121.165.122,GET,/searchN,504,6137,4,server_error
196789,2024-06-16 11:05:27,131.33.12.73,GET,/productsN,504,11091,4,server_error
196790,2024-06-16 11:05:29,215.143.100.205,GET,/cartN,504,11312,4,server_error
196791,2024-06-16 11:05:32,197.82.237.190,GET,/productsN,504,9267,4,server_error
196792,2024-06-16 11:05:36,209.103.8.44,GET,/api/v1/userN,504,9776,4,server_error
196793,2024-06-16 11:05:37,95.125.101.128,POST,/checkoutN,504,7797,4,server_error
196794,2024-06-16 11:05:38,12.104.185.44,GET,/searchN,500,8513,4,server_error
196795,2024-06-16 11:05:40,80.130.43.26,GET,/indexN.html,500,7618,4,server_error
196796,2024-06-16 11:05:44,162.240.218.117,GET,/api/v1/userN,504,10808,4,server_error
196797,2024-06-16 11:05:47,162.240.218.117,GET,/indexN.html,500,10906,4,server_error
196798,2024-06-16 11:05:49,199.71.56.65,GET,/indexN.html,504,6415,4,server_error
196799,2024-06-16 11:05:50,211.92.75.1,POST,/checkoutN,504,6579,4,server_error
196800,2024-06-16 11:05:59,139.94.203.41,GET,/api/v1/userN,500,10897,4,server_error
196801,2024-06-16 11:06:05,199.71.56.65,GET,/productsN,504,7777,4,server_error
196802,2024-06-16 11:06:11,119.123.55.141,GET,/api/v1/userN,500,6067,4,server_error
196803,2024-06-16 11:06:13,80.130.43.26,GET,/indexN.html,500,8534,4,server_error
196804,2024-06-16 11:06:17,187.91.79.110,GET,/api/v1/userN,504,10129,4,server_error
196805,2024-06-16 11:06:23,119.123.55.141,GET,/searchN,500,6428,4,server_error
196806,2024-06-16 11:06:26,14.121.165.122,GET,/indexN.html,500,11739,4,server_error
196807,2024-06-16 11:06:27,12.104.185.44,GET,/productsN,504,8471,4,server_error
196808,2024-06-16 11:06:30,139.94.203.41,GET,/api/v1/userN,504,11095,4,server_error
196809,2024-06-16 11:06:30,187.91.79.110,GET,/productsN,500,9423,4,server_error
196810,2024-06-16 11:06:32,211.92.75.1,GET,/api/v1/userN,500,7813,4,server_error
196811,2024-06-16 11:06:34,187.91.79.110,GET,/searchN,500,11770,4,server_error
196812,2024-06-16 11:06:39,199.71.56.65,GET,/cartN,504,11563,4,server_error
196813,2024-06-16 11:06:44,196.45.2.86,GET,/searchN,504,9199,4,server_error
196814,2024-06-16 11:06:49,199.242.130.73,GET,/productsN,500,7979,4,server_error
196815,2024-06-16 11:06:53,199.71.56.65,POST,/checkoutN,500,10657,4,server_error
196816,2024-06-16 11:06:58,196.45.2.86,GET,/productsN,500,9981,4,server_error
196817,2024-06-16 11:07:01,80.130.43.26,GET,/indexN.html,504,6891,4,server_error
196818,2024-06-16 11:07:03,12.104.185.44,GET,/api/v1/userN,504,8677,4,server_error
196819,2024-06-16 11:07:06,95.125.101.128,GET,/cartN,504,6665,4,server_error
196820,2024-06-16 11:07:14,148.9.19.27,GET,/searchN,500,8636,4,server_error
196821,2024-06-16 11:07:14,148.9.19.27,GET,/productsN,500,8841,4,server_error
196822,2024-06-16 11:07:16,119.123.55.141,GET,/searchN,500,11324,4,server_error
196823,2024-06-16 11:07:17,95.125.101.128,POST,/checkoutN,504,10411,4,server_error
196824,2024-06-16 11:07:19,119.123.55.141,GET,/indexN.html,500,10106,4,server_error
196825,2024-06-16 11:07:22,187.91.79.110,GET,/api/v1/userN,500,7366,4,server_error
196826,2024-06-16 11:07:25,139.94.203.41,POST,/checkoutN,500,10506,4,server_error
196827,2024-06-16 11:07:29,119.123.55.141,GET,/productsN,504,8719,4,server_error
196828,2024-06-16 11:07:36,197.82.237.190,GET,/productsN,500,7557,4,server_error
196829,2024-06-16 11:07:42,14.252.124.193,GET,/searchN,504,10370,4,server_error
196830,2024-06-16 11:07:47,197.82.237.190,GET,/cartN,500,8959,4,server_error
196831,2024-06-16 11:07:50,131.33.12.73,GET,/searchN,500,11029,4,server_error
196832,2024-06-16 11:07:56,12.104.185.44,POST,/checkoutN,500,10870,4,server_error
196833,2024-06-16 11:08:02,209.103.8.44,GET,/searchN,504,7578,4,server_error
196834,2024-06-16 11:08:03,80.130.43.26,GET,/searchN,500,9086,4,server_error
196835,2024-06-16 11:08:05,199.71.56.65,GET,/cartN,504,6985,4,server_error
196836,2024-06-16 11:08:10,14.252.124.193,POST,/checkoutN,500,6861,4,server_error
196837,2024-06-16 11:08:11,119.123.55.141,GET,/productsN,504,8451,4,server_error
196838,2024-06-16 11:08:20,209.103.8.44,GET,/indexN.html,504,8453,4,server_error
196839,2024-06-16 11:08:21,162.240.218.117,GET,/searchN,504,7946,4,server_error
196840,2024-06-16 11:08:23,119.123.55.141,GET,/api/v1/userN,504,10180,4,server_error
196841,2024-06-16 11:08:29,199.242.130.73,GET,/productsN,500,6858,4,server_error
196842,2024-06-16 11:08:33,211.92.75.1,GET,/cartN,504,10566,4,server_error
196843,2024-06-16 11:08:34,187.91.79.110,GET,/cartN,500,10503,4,server_error
196844,2024-06-16 11:08:37,14.252.124.193,GET,/cartN,504,6552,4,server_error
196845,2024-06-16 11:08:40,209.103.8.44,GET,/productsN,504,7462,4,server_error
196846,2024-06-16 11:08:41,148.9.19.27,GET,/api/v1/userN,504,7030,4,server_error
196847,2024-06-16 11:08:46,197.82.237.190,GET,/productsN,504,7510,4,server_error
196848,2024-06-16 11:08:49,209.103.8.44,GET,/api/v1/userN,504,9908,4,server_error
196849,2024-06-16 11:08:53,209.103.8.44,GET,/searchN,500,6929,4,server_error
196850,2024-06-16 11:09:00,162.240.218.117,GET,/indexN.html,500,8471,4,server_error
196851,2024-06-16 11:09:01,139.94.203.41,GET,/api/v1/userN,500,10165,4,server_error
196852,2024-06-16 11:09:06,211.92.75.1,POST,/checkoutN,500,10453,4,server_error
196853,2024-06-16 11:09:09,209.103.8.44,GET,/searchN,504,11894,4,server_error
196854,2024-06-16 11:09:11,199.242.130.73,GET,/cartN,500,6475,4,server_error
196855,2024-06-16 11:09:19,211.92.75.1,POST,/checkoutN,500,8835,4,server_error
196856,2024-06-16 11:09:26,196.45.2.86,POST,/checkoutN,504,9101,4,server_error
196857,2024-06-16 11:09:28,196.45.2.86,GET,/indexN.html,504,10689,4,server_error
196858,2024-06-16 11:09:35,14.121.165.122,GET,/api/v1/userN,504,11310,4,server_error
196859,2024-06-16 11:09:41,197.82.237.190,POST,/checkoutN,500,11367,4,server_error
196860,2024-06-16 11:09:45,187.91.79.110,GET,/indexN.html,500,9272,4,server_error
196861,2024-06-16 11:09:47,202.129.225.117,GET,/searchN,504,7635,4,server_error
196862,2024-06-16 11:09:53,95.125.101.128,GET,/indexN.html,500,9718,4,server_error
196863,2024-06-16 11:10:01,12.104.185.44,GET,/api/v1/userN,500,7671,4,server_error
196864,2024-06-16 11:10:06,162.240.218.117,POST,/checkoutN,504,8648,4,server_error
196865,2024-06-16 11:10:13,131.33.12.73,GET,/cartN,500,6760,4,server_error
196866,2024-06-16 11:10:17,187.91.79.110,POST,/checkoutN,504,7996,4,server_error
196867,2024-06-16 11:10:21,131.33.12.73,GET,/searchN,500,7078,4,server_error
196868,2024-06-16 11:10:22,14.252.124.193,GET,/api/v1/userN,500,10005,4,server_error
196869,2024-06-16 11:10:27,12.104.185.44,GET,/api/v1/userN,504,11899,4,server_error
196870,2024-06-16 11:10:36,14.121.165.122,GET,/searchN,504,9084,4,server_error
196871,2024-06-16 11:10:39,95.125.101.128,GET,/searchN,504,8902,4,server_error
196872,2024-06-16 11:10:42,14.252.124.193,GET,/api/v1/userN,504,11181,4,server_error
196873,2024-06-16 11:10:46,199.242.130.73,GET,/productsN,500,6491,4,server_error
196874,2024-06-16 11:10:51,187.91.79.110,GET,/indexN.html,504,6437,4,server_error
196875,2024-06-16 11:10:52,199.71.56.65,GET,/api/v1/userN,500,10851,4,server_error
196876,2024-06-16 11:10:54,119.123.55.141,GET,/productsN,500,10931,4,server_error
196877,2024-06-16 11:10:59,211.92.75.1,GET,/searchN,500,7758,4,server_error
196878,2024-06-16 11:11:04,162.240.218.117,GET,/cartN,500,6243,4,server_error
196879,2024-06-16 11:11:06,12.104.185.44,GET,/cartN,500,6582,4,server_error
196880,2024-06-16 11:11:09,80.130.43.26,GET,/productsN,504,9556,4,server_error
196881,2024-06-16 11:11:11,197.82.237.190,POST,/checkoutN,504,11216,4,server_error
196882,2024-06-16 11:11:17,80.130.43.26,GET,/indexN.html,500,7386,4,server_error
196883,2024-06-16 11:11:23,197.82.237.190,GET,/api/v1/userN,500,7013,4,server_error
196884,2024-06-16 11:11:26,119.123.55.141,GET,/api/v1/userN,500,6401,4,server_error
196885,2024-06-16 11:11:27,148.9.19.27,GET,/productsN,504,10681,4,server_error
196886,2024-06-16 11:11:31,14.121.165.122,GET,/api/v1/userN,504,10201,4,server_error
196887,2024-06-16 11:11:35,211.92.75.1,POST,/checkoutN,504,7736,4,server_error
196888,2024-06-16 11:11:43,139.94.203.41,GET,/productsN,500,11728,4,server_error
196889,2024-06-16 11:11:49,139.94.203.41,GET,/api/v1/userN,504,9324,4,server_error
196890,2024-06-16 11:11:53,12.104.185.44,GET,/productsN,500,10237,4,server_error
196891,2024-06-16 11:12:01,119.123.55.141,GET,/cartN,504,7199,4,server_error
196892,2024-06-16 11:12:04,199.242.130.73,POST,/checkoutN,504,11066,4,server_error
196893,2024-06-16 11:12:07,80.130.43.26,GET,/productsN,504,9335,4,server_error
196894,2024-06-16 11:12:10,215.143.100.205,GET,/searchN,504,7936,4,server_error
196895,2024-06-16 11:12:15,148.9.19.27,GET,/api/v1/userN,500,8705,4,server_error
196896,2024-06-16 11:12:20,12.104.185.44,GET,/indexN.html,500,9812,4,server_error
196897,2024-06-16 11:12:23,197.82.237.190,POST,/checkoutN,504,8370,4,server_error
196898,2024-06-16 11:12:30,14.252.124.193,GET,/indexN.html,504,10872,4,server_error
196899,2024-06-16 11:12:39,196.45.2.86,GET,/indexN.html,504,10255,4,server_error
196900,2024-06-16 11:12:41,148.9.19.27,GET,/api/v1/userN,504,8081,4,server_error
196901,2024-06-16 11:12:44,80.130.43.26,POST,/checkoutN,500,7243,4,server_error
196902,2024-06-16 11:12:45,12.104.185.44,GET,/api/v1/userN,504,7461,4,server_error
196903,2024-06-16 11:12:50,211.92.75.1,POST,/checkoutN,504,10251,4,server_error
196904,2024-06-16 11:12:53,197.82.237.190,GET,/productsN,500,6569,4,server_error
196905,2024-06-16 11:12:57,139.94.203.41,GET,/searchN,504,8715,4,server_error
196906,2024-06-16 11:13:01,209.103.8.44,POST,/checkoutN,504,9506,4,server_error
196907,2024-06-16 11:13:02,139.94.203.41,GET,/searchN,500,11832,4,server_error
196908,2024-06-16 11:13:03,162.240.218.117,GET,/productsN,500,10269,4,server_error
196909,2024-06-16 11:13:04,196.45.2.86,GET,/api/v1/userN,500,11847,4,server_error
196910,2024-06-16 11:13:06,131.33.12.73,POST,/checkoutN,500,6970,4,server_error
196911,2024-06-16 11:13:17,95.125.101.128,GET,/productsN,500,8179,4,server_error
196912,2024-06-16 11:13:22,209.103.8.44,GET,/cartN,500,6111,4,server_error
196913,2024-06-16 11:13:27,199.242.130.73,GET,/cartN,500,9532,4,server_error
196914,2024-06-16 11:13:31,12.104.185.44,GET,/cartN,504,6035,4,server_error
196915,2024-06-16 11:13:36,80.130.43.26,GET,/searchN,504,11371,4,server_error
196916,2024-06-16 11:13:39,119.123.55.141,GET,/api/v1/userN,504,10725,4,server_error
196917,2024-06-16 11:13:46,95.125.101.128,GET,/productsN,500,7765,4,server_error
196918,2024-06-16 11:13:50,148.9.19.27,GET,/searchN,504,8617,4,server_error
196919,2024-06-16 11:13:55,215.143.100.205,POST,/checkoutN,504,9958,4,server_error
196920,2024-06-16 11:13:57,187.91.79.110,POST,/checkoutN,500,7594,4,server_error
196921,2024-06-16 11:14:00,199.242.130.73,GET,/searchN,500,6233,4,server_error
196922,2024-06-16 11:14:01,95.125.101.128,GET,/searchN,500,11927,4,server_error
196923,2024-06-16 11:14:04,187.91.79.110,GET,/api/v1/userN,500,9245,4,server_error
196924,2024-06-16 11:14:04,14.252.124.193,GET,/cartN,504,8823,4,server_error
196925,2024-06-16 11:14:06,119.123.55.141,GET,/productsN,504,8304,4,server_error
196926,2024-06-16 11:14:10,119.123.55.141,POST,/checkoutN,504,8708,4,server_error
196927,2024-06-16 11:14:18,12.104.185.44,POST,/checkoutN,504,11823,4,server_error
196928,2024-06-16 11:14:21,80.130.43.26,POST,/checkoutN,504,9902,4,server_error
196929,2024-06-16 11:14:23,196.45.2.86,POST,/checkoutN,504,6897,4,server_error
196930,2024-06-16 11:14:25,14.121.165.122,POST,/checkoutN,504,11987,4,server_error
196931,2024-06-16 11:14:31,95.125.101.128,GET,/productsN,504,8072,4,server_error
196932,2024-06-16 11:14:36,139.94.203.41,POST,/checkoutN,500,9309,4,server_error
196933,2024-06-16 11:14:43,196.45.2.86,GET,/indexN.html,500,7633,4,server_error
196934,2024-06-16 11:14:45,197.82.237.190,GET,/searchN,500,8617,4,server_error
196935,2024-06-16 11:14:48,12.104.185.44,GET,/indexN.html,504,8022,4,server_error
196936,2024-06-16 11:14:49,187.91.79.110,GET,/cartN,500,7287,4,server_error
196937,2024-06-16 11:14:51,196.45.2.86,GET,/searchN,504,6496,4,server_error
196938,2024-06-16 11:14:53,199.71.56.65,GET,/productsN,500,8518,4,server_error
196939,2024-06-16 11:14:59,196.45.2.86,GET,/cartN,504,7072,4,server_error
196940,2024-06-16 11:15:03,131.33.12.73,POST,/checkoutN,504,11000,4,server_error
196941,2024-06-16 11:15:11,211.92.75.1,POST,/checkoutN,504,7882,4,server_error
196942,2024-06-16 11:15:14,139.94.203.41,GET,/searchN,500,11312,4,server_error
196943,2024-06-16 11:15:16,215.143.100.205,GET,/cartN,504,7059,4,server_error
196944,2024-06-16 11:15:18,14.121.165.122,GET,/searchN,500,7985,4,server_error
196945,2024-06-16 11:15:22,187.91.79.110,GET,/indexN.html,500,11304,4,server_error
196946,2024-06-16 11:15:23,197.82.237.190,GET,/searchN,504,9271,4,server_error
196947,2024-06-16 11:15:26,148.9.19.27,GET,/cartN,504,9055,4,server_error
196948,2024-06-16 11:15:29,209.103.8.44,GET,/indexN.html,504,9992,4,server_error
196949,2024-06-16 11:15:30,196.45.2.86,POST,/checkoutN,500,10652,4,server_error
196950,2024-06-16 11:15:37,14.252.124.193,GET,/searchN,504,9181,4,server_error
196951,2024-06-16 11:15:42,119.123.55.141,GET,/api/v1/userN,500,8933,4,server_error
196952,2024-06-16 11:15:46,199.71.56.65,GET,/indexN.html,504,7228,4,server_error
196953,2024-06-16 11:15:50,162.240.218.117,GET,/cartN,500,7967,4,server_error
196954,2024-06-16 11:15:51,95.125.101.128,POST,/checkoutN,504,9552,4,server_error
196955,2024-06-16 11:15:54,131.33.12.73,GET,/cartN,500,6732,4,server_error
196956,2024-06-16 11:15:55,187.91.79.110,GET,/searchN,500,11924,4,server_error
196957,2024-06-16 11:15:56,196.45.2.86,GET,/searchN,504,9752,4,server_error
196958,2024-06-16 11:15:57,12.104.185.44,GET,/indexN.html,504,6174,4,server_error
196959,2024-06-16 11:15:59,148.9.19.27,GET,/indexN.html,500,8201,4,server_error
196960,2024-06-16 11:16:01,131.33.12.73,GET,/cartN,504,8826,4,server_error
196961,2024-06-16 11:16:05,202.129.225.117,GET,/indexN.html,500,9118,4,server_error
196962,2024-06-16 11:16:09,199.242.130.73,GET,/indexN.html,504,11607,4,server_error
196963,2024-06-16 11:16:11,131.33.12.73,GET,/indexN.html,500,11141,4,server_error
196964,2024-06-16 11:16:16,202.129.225.117,GET,/indexN.html,500,10713,4,server_error
196965,2024-06-16 11:16:20,119.123.55.141,GET,/searchN,500,11728,4,server_error
196966,2024-06-16 11:16:23,119.123.55.141,GET,/productsN,504,6175,4,server_error
196967,2024-06-16 11:16:27,131.33.12.73,GET,/productsN,504,9240,4,server_error
196968,2024-06-16 11:16:29,202.129.225.117,GET,/indexN.html,500,10973,4,server_error
196969,2024-06-16 11:16:33,211.92.75.1,GET,/searchN,504,8352,4,server_error
196970,2024-06-16 11:16:34,196.45.2.86,GET,/productsN,500,11155,4,server_error
196971,2024-06-16 11:16:35,12.104.185.44,GET,/cartN,500,11947,4,server_error
196972,2024-06-16 11:16:42,139.94.203.41,GET,/indexN.html,504,6439,4,server_error
196973,2024-06-16 11:16:46,131.33.12.73,GET,/searchN,504,8337,4,server_error
196974,2024-06-16 11:16:51,197.82.237.190,GET,/productsN,504,6645,4,server_error
196975,2024-06-16 11:16:52,80.130.43.26,GET,/cartN,500,6106,4,server_error
196976,2024-06-16 11:16:56,215.143.100.205,POST,/checkoutN,504,9538,4,server_error
196977,2024-06-16 11:17:00,187.91.79.110,POST,/checkoutN,504,7675,4,server_error
196978,2024-06-16 11:17:04,187.91.79.110,GET,/indexN.html,504,8552,4,server_error
196979,2024-06-16 11:17:08,202.129.225.117,GET,/api/v1/userN,500,7928,4,server_error
196980,2024-06-16 11:17:17,148.9.19.27,GET,/api/v1/userN,500,11748,4,server_error
196981,2024-06-16 11:17:18,95.125.101.128,GET,/searchN,500,11941,4,server_error
196982,2024-06-16 11:17:19,119.123.55.141,GET,/productsN,504,7149,4,server_error
196983,2024-06-16 11:17:22,209.103.8.44,GET,/cartN,500,7524,4,server_error
196984,2024-06-16 11:17:31,119.123.55.141,GET,/cartN,500,7797,4,server_error
196985,2024-06-16 11:17:33,139.94.203.41,GET,/searchN,504,6733,4,server_error
196986,2024-06-16 11:17:36,139.94.203.41,GET,/cartN,504,10896,4,server_error
196987,2024-06-16 11:17:41,119.123.55.141,POST,/checkoutN,500,8048,4,server_error
196988,2024-06-16 11:17:46,202.129.225.117,GET,/productsN,500,8977,4,server_error
196989,2024-06-16 11:17:47,131.33.12.73,POST,/checkoutN,500,9783,4,server_error
196990,2024-06-16 11:17:53,162.240.218.117,GET,/searchN,500,11380,4,server_error
196991,2024-06-16 11:17:54,148.9.19.27,GET,/searchN,500,6911,4,server_error
196992,2024-06-16 11:17:56,211.92.75.1,GET,/searchN,504,6891,4,server_error
196993,2024-06-16 11:18:01,197.82.237.190,GET,/api/v1/userN,500,6927,4,server_error
196994,2024-06-16 11:18:03,14.252.124.193,GET,/searchN,504,8059,4,server_error
196995,2024-06-16 11:18:05,119.123.55.141,GET,/productsN,500,6656,4,server_error
196996,2024-06-16 11:18:07,197.82.237.190,GET,/searchN,504,9802,4,server_error
196997,2024-06-16 11:18:10,119.123.55.141,GET,/api/v1/userN,500,8907,4,server_error
196998,2024-06-16 11:18:12,197.82.237.190,GET,/cartN,504,10797,4,server_error
196999,2024-06-16 11:18:16,14.121.165.122,GET,/searchN,504,7557,4,server_error
197000,2024-06-16 11:18:18,209.103.8.44,GET,/productsN,500,6747,4,server_error
197001,2024-06-16 11:18:20,187.91.79.110,GET,/searchN,504,8430,4,server_error
197002,2024-06-16 11:18:22,211.92.75.1,GET,/cartN,504,7369,4,server_error
197003,2024-06-16 11:18:31,211.92.75.1,GET,/searchN,504,10760,4,server_error
197004,2024-06-16 11:18:33,95.125.101.128,GET,/productsN,504,8121,4,server_error
197005,2024-06-16 11:18:33,162.240.218.117,POST,/checkoutN,504,7370,4,server_error
197006,2024-06-16 11:18:38,119.123.55.141,GET,/cartN,500,9213,4,server_error
197007,2024-06-16 11:18:42,187.91.79.110,GET,/cartN,504,9319,4,server_error
197008,2024-06-16 11:18:43,148.9.19.27,GET,/indexN.html,500,7732,4,server_error
197009,2024-06-16 11:18:47,14.252.124.193,GET,/api/v1/userN,500,7681,4,server_error
197010,2024-06-16 11:18:50,199.71.56.65,GET,/indexN.html,504,11129,4,server_error
197011,2024-06-16 11:18:53,95.125.101.128,GET,/indexN.html,500,11353,4,server_error
197012,2024-06-16 11:18:54,215.143.100.205,GET,/productsN,504,11774,4,server_error
197013,2024-06-16 11:19:00,199.242.130.73,GET,/productsN,500,6086,4,server_error
197014,2024-06-16 11:19:03,215.143.100.205,GET,/cartN,500,9168,4,server_error
197015,2024-06-16 11:19:05,148.9.19.27,GET,/cartN,500,7240,4,server_error
197016,2024-06-16 11:19:06,119.123.55.141,GET,/searchN,500,6981,4,server_error
197017,2024-06-16 11:19:08,199.242.130.73,GET,/cartN,500,8401,4,server_error
197018,2024-06-16 11:19:10,187.91.79.110,GET,/productsN,504,11205,4,server_error
197019,2024-06-16 11:19:11,196.45.2.86,GET,/cartN,500,11749,4,server_error
197020,2024-06-16 11:19:12,131.33.12.73,GET,/api/v1/userN,504,10004,4,server_error
197021,2024-06-16 11:19:16,196.45.2.86,GET,/searchN,500,10932,4,server_error
197022,2024-06-16 11:19:21,14.121.165.122,GET,/api/v1/userN,500,8638,4,server_error
197023,2024-06-16 11:19:22,80.130.43.26,GET,/indexN.html,500,7136,4,server_error
197024,2024-06-16 11:19:25,187.91.79.110,POST,/checkoutN,504,8992,4,server_error
197025,2024-06-16 11:19:28,80.130.43.26,POST,/checkoutN,504,6622,4,server_error
197026,2024-06-16 11:19:31,162.240.218.117,GET,/indexN.html,500,10204,4,server_error
197027,2024-06-16 11:19:33,14.121.165.122,GET,/indexN.html,500,7722,4,server_error
197028,2024-06-16 11:19:37,131.33.12.73,GET,/api/v1/userN,500,10231,4,server_error
197029,2024-06-16 11:19:42,197.82.237.190,GET,/cartN,504,9681,4,server_error
197030,2024-06-16 11:19:44,80.130.43.26,GET,/productsN,504,10740,4,server_error
197031,2024-06-16 11:19:47,196.45.2.86,POST,/checkoutN,504,9748,4,server_error
197032,2024-06-16 11:19:57,199.242.130.73,GET,/productsN,504,8280,4,server_error
197033,2024-06-16 11:19:58,199.71.56.65,POST,/checkoutN,500,7737,4,server_error
197034,2024-06-16 11:20:03,95.125.101.128,GET,/searchN,504,10601,4,server_error
197035,2024-06-16 11:20:04,197.82.237.190,POST,/checkoutN,500,7730,4,server_error
197036,2024-06-16 11:20:08,199.71.56.65,POST,/checkoutN,504,6430,4,server_error
197037,2024-06-16 11:20:11,80.130.43.26,GET,/productsN,504,7133,4,server_error
197038,2024-06-16 11:20:14,80.130.43.26,GET,/indexN.html,500,6575,4,server_error
197039,2024-06-16 11:20:16,215.143.100.205,GET,/searchN,500,10184,4,server_error
197040,2024-06-16 11:20:21,14.121.165.122,GET,/cartN,500,9535,4,server_error
197041,2024-06-16 11:20:23,95.125.101.128,POST,/checkoutN,500,8910,4,server_error
197042,2024-06-16 11:20:25,80.130.43.26,POST,/checkoutN,504,6780,4,server_error
197043,2024-06-16 11:20:29,14.121.165.122,GET,/api/v1/userN,504,8310,4,server_error
197044,2024-06-16 11:20:34,187.91.79.110,GET,/productsN,504,8656,4,server_error
197045,2024-06-16 11:20:37,14.121.165.122,GET,/cartN,504,9165,4,server_error
197046,2024-06-16 11:20:45,14.252.124.193,GET,/productsN,504,10703,4,server_error
197047,2024-06-16 11:20:46,12.104.185.44,GET,/api/v1/userN,504,9335,4,server_error
197048,2024-06-16 11:20:48,187.91.79.110,POST,/checkoutN,500,11428,4,server_error
197049,2024-06-16 11:20:49,14.252.124.193,GET,/indexN.html,500,10613,4,server_error
197050,2024-06-16 11:20:56,209.103.8.44,GET,/cartN,500,6694,4,server_error
197051,2024-06-16 11:20:58,131.33.12.73,GET,/indexN.html,500,6808,4,server_error
197052,2024-06-16 11:21:01,196.45.2.86,POST,/checkoutN,500,8327,4,server_error
197053,2024-06-16 11:21:02,196.45.2.86,GET,/indexN.html,504,9322,4,server_error
197054,2024-06-16 11:21:05,14.252.124.193,GET,/api/v1/userN,500,7549,4,server_error
197055,2024-06-16 11:21:10,211.92.75.1,GET,/api/v1/userN,500,8586,4,server_error
197056,2024-06-16 11:21:11,95.125.101.128,GET,/searchN,500,6327,4,server_error
197057,2024-06-16 11:21:15,14.252.124.193,GET,/searchN,500,6968,4,server_error
197058,2024-06-16 11:21:18,14.252.124.193,GET,/searchN,500,9551,4,server_error
197059,2024-06-16 11:21:22,197.82.237.190,GET,/api/v1/userN,504,9583,4,server_error
197060,2024-06-16 11:21:30,196.45.2.86,GET,/api/v1/userN,500,11640,4,server_error
197061,2024-06-16 11:21:31,211.92.75.1,GET,/cartN,500,10825,4,server_error
197062,2024-06-16 11:21:40,12.104.185.44,GET,/searchN,500,9978,4,server_error
197063,2024-06-16 11:21:42,196.45.2.86,POST,/checkoutN,500,8831,4,server_error
197064,2024-06-16 11:21:42,119.123.55.141,POST,/checkoutN,500,6679,4,server_error
197065,2024-06-16 11:21:50,14.121.165.122,GET,/cartN,500,10919,4,server_error
197066,2024-06-16 11:21:54,197.82.237.190,GET,/searchN,500,11040,4,server_error
197067,2024-06-16 11:21:58,95.125.101.128,GET,/searchN,504,10358,4,server_error
197068,2024-06-16 11:22:00,14.252.124.193,POST,/checkoutN,504,8004,4,server_error
197069,2024-06-16 11:22:01,187.91.79.110,GET,/productsN,500,9774,4,server_error
197070,2024-06-16 11:22:03,119.123.55.141,GET,/productsN,504,8621,4,server_error
197071,2024-06-16 11:22:08,14.252.124.193,GET,/cartN,500,9060,4,server_error
197072,2024-06-16 11:22:11,196.45.2.86,GET,/cartN,504,11875,4,server_error
197073,2024-06-16 11:22:12,14.252.124.193,GET,/cartN,500,9410,4,server_error
197074,2024-06-16 11:22:17,131.33.12.73,GET,/productsN,504,8486,4,server_error
197075,2024-06-16 11:22:18,199.242.130.73,GET,/api/v1/userN,500,8984,4,server_error
197076,2024-06-16 11:22:22,197.82.237.190,GET,/productsN,504,9198,4,server_error
197077,2024-06-16 11:22:23,80.130.43.26,POST,/checkoutN,500,10295,4,server_error
197078,2024-06-16 11:22:25,162.240.218.117,GET,/productsN,504,11581,4,server_error
197079,2024-06-16 11:22:27,12.104.185.44,POST,/checkoutN,500,9780,4,server_error
